id,phone,rssi_raw,rssi_median,rssi_kalman,distance
327649634,0,-86.0,-41.0,-20.5,0.5
327649634,0,-42.0,-42.0,-29.390029325513197,0.5
327649634,0,-40.0,-41.0,-33.27233245171428,0.5
327649634,0,-78.0,-42.0,-35.644363476336935,0.5
327649634,0,-42.0,-42.0,-37.094079007160616,0.5
327649634,0,-43.0,-42.0,-38.05187877872347,0.5
327649634,0,-42.0,-42.0,-38.723038030748995,0.5
327649634,0,-70.0,-42.0,-39.21514001091476,0.5
327649634,0,-42.0,-42.0,-39.58905618778553,0.5
327649634,0,-39.0,-42.0,-39.88143259427102,0.5
327649634,0,-41.0,-42.0,-40.11547929183741,0.5
327649634,0,-40.0,-42.0,-40.3065275492428,0.5
327649634,0,-43.0,-42.0,-40.465067809769295,0.5
327649634,0,-98.0,-42.0,-40.59849635200411,0.5
327649634,0,-40.0,-42.0,-40.71216369159065,0.5
327649634,0,-40.0,-42.0,-40.81002763959238,0.5
690864300,1,-71.0,-70.0,-35.0,0.5
327649634,0,-43.0,-42.0,-40.89507342201135,0.5
327649634,0,-40.0,-42.0,-40.969591687527526,0.5
327649634,0,-43.0,-42.0,-41.03536711778057,0.5
716634673,1,-51.0,-54.0,-27.0,0.5
690864300,1,-69.0,-70.0,-51.08108108108108,0.5
327649634,0,-40.0,-42.0,-41.09380925310042,0.5
327649634,0,-41.0,-42.0,-41.14604505223134,0.5
327649634,0,-38.0,-42.0,-41.19298555530566,0.5
327649634,0,-42.0,-42.0,-41.235374674509806,0.5
327649634,0,-39.0,-42.0,-41.27382542965098,0.5
716634673,1,-56.0,-54.0,-38.74576271186441,0.5
327649634,0,-41.0,-41.5,-41.28473332809683,0.5
327649634,0,-40.0,-41.0,-41.27160480376624,0.5
327649634,0,-40.0,-41.0,-41.25960100245943,0.5
690864300,1,-70.0,-70.0,-58.32360300250208,0.5
327649634,0,-69.0,-41.0,-41.248584751962305,0.5
716634673,1,-54.0,-54.0,-44.174314931402165,0.5
690864300,1,-70.0,-70.0,-61.97633172756703,0.5
327649634,0,-40.0,-41.5,-41.25884481464639,0.5
327649634,0,-40.0,-41.0,-41.248671219818036,0.5
327649634,0,-40.0,-41.0,-41.2392436849455,0.5
327649634,0,-35.0,-40.5,-41.21217675240577,0.5
327649634,0,-40.0,-40.0,-41.16905608729778,0.5
327649634,0,-40.0,-40.0,-41.128428023257214,0.5
327649634,0,-29.0,-40.0,-41.09010098921123,0.5
327649634,0,-27.0,-40.0,-41.053901323822856,0.5
327649634,0,-49.0,-40.0,-41.01967134216265,0.5
327649634,0,-38.0,-40.0,-40.98726763482495,0.5
327649634,0,-56.0,-40.0,-40.95655956924944,0.5
327649634,0,-66.0,-40.0,-40.927427967149605,0.5
327649634,0,-51.0,-40.0,-40.89976393551305,0.5
327649634,0,-54.0,-40.0,-40.87346783170246,0.5
327649634,0,-55.0,-40.0,-40.84844834581846,0.5
327649634,0,-54.0,-40.0,-40.82462168574829,0.5
327649634,0,-50.0,-40.0,-40.801910852268435,0.5
327649634,0,-58.0,-40.5,-40.793753888254926,0.5
327649634,0,-39.0,-40.0,-40.772811199601996,0.5
