id,phone,rssi_raw,rssi_median,rssi_kalman,distance
690864300,1,-45.0,-45.0,-22.5,0.5
690864300,1,-45.0,-45.0,-32.0,0.5
690864300,1,-45.0,-45.0,-36.4,0.5
690864300,1,-45.0,-45.0,-38.8,0.5
690864300,1,-46.0,-45.0,-40.2,0.5
690864300,1,-46.0,-45.0,-41.2,0.5
690864300,1,-46.0,-45.0,-41.8,0.5
690864300,1,-45.0,-45.0,-42.3,0.5
690864300,1,-45.0,-45.0,-42.7,0.5
690864300,1,-45.0,-45.0,-42.9,0.5
690864300,1,-45.0,-45.0,-43.2,0.5
690864300,1,-45.0,-45.0,-43.4,0.5
690864300,1,-45.0,-45.0,-43.5,0.5
690864300,1,-45.0,-45.0,-43.6,0.5
690864300,1,-45.0,-45.0,-43.8,0.5
690864300,1,-45.0,-45.0,-43.8,0.5
690864300,1,-45.0,-45.0,-43.9,0.5
690864300,1,-45.0,-45.0,-44.0,0.5
690864300,1,-45.0,-45.0,-44.1,0.5
690864300,1,-45.0,-45.0,-44.1,0.5
690864300,1,-45.0,-45.0,-44.2,0.5
690864300,1,-46.0,-45.0,-44.2,0.5
690864300,1,-46.0,-45.0,-44.3,0.5
690864300,1,-46.0,-45.0,-44.3,0.5
690864300,1,-46.0,-45.0,-44.3,0.5
690864300,1,-46.0,-45.0,-44.4,0.5
690864300,1,-46.0,-45.0,-44.4,0.5
690864300,1,-46.0,-45.0,-44.4,0.5
690864300,1,-46.0,-45.0,-44.4,0.5
690864300,1,-46.0,-45.0,-44.5,0.5
690864300,1,-46.0,-45.0,-44.5,0.5
690864300,1,-46.0,-45.0,-44.5,0.5
690864300,1,-46.0,-45.0,-44.5,0.5
690864300,1,-46.0,-46.0,-44.6,0.5
690864300,1,-46.0,-46.0,-44.6,0.5
690864300,1,-46.0,-46.0,-44.7,0.5
690864300,1,-46.0,-46.0,-44.7,0.5
690864300,1,-46.0,-46.0,-44.8,0.5
690864300,1,-46.0,-46.0,-44.8,0.5
690864300,1,-46.0,-46.0,-44.8,0.5
690864300,1,-46.0,-46.0,-44.9,0.5
690864300,1,-45.0,-46.0,-44.9,0.5
690864300,1,-45.0,-46.0,-44.9,0.5
690864300,1,-46.0,-46.0,-45.0,0.5
690864300,1,-46.0,-46.0,-45.0,0.5
690864300,1,-46.0,-46.0,-45.0,0.5
690864300,1,-46.0,-46.0,-45.0,0.5
690864300,1,-46.0,-46.0,-45.1,0.5
690864300,1,-46.0,-46.0,-45.1,0.5
690864300,1,-45.0,-46.0,-45.1,0.5
690864300,1,-45.0,-46.0,-45.1,0.5
327649634,0,-22.0,-22.0,-11.0,0.5
327649634,0,-20.0,-22.0,-15.2,0.5
327649634,0,-20.0,-22.0,-17.2,0.5
327649634,0,-20.0,-22.0,-18.3,0.5
327649634,0,-20.0,-22.0,-19.1,0.5
327649634,0,-20.0,-22.0,-19.6,0.5
327649634,0,-20.0,-22.0,-19.9,0.5
327649634,0,-20.0,-22.0,-20.2,0.5
327649634,0,-20.0,-22.0,-20.4,0.5
327649634,0,-20.0,-22.0,-20.6,0.5
327649634,0,-20.0,-21.0,-20.6,0.5
690864300,1,-45.0,-46.0,-45.2,0.5
327649634,0,-20.0,-20.0,-20.6,0.5
327649634,0,-20.0,-20.0,-20.5,0.5
327649634,0,-20.0,-20.0,-20.5,0.5
327649634,0,-20.0,-20.0,-20.5,0.5
327649634,0,-20.0,-20.0,-20.4,0.5
327649634,0,-20.0,-20.0,-20.4,0.5
690864300,1,-45.0,-46.0,-45.2,0.5
327649634,0,-20.0,-20.0,-20.4,0.5
327649634,0,-20.0,-20.0,-20.4,0.5
327649634,0,-20.0,-20.0,-20.3,0.5
327649634,0,-20.0,-20.0,-20.3,0.5
327649634,0,-20.0,-20.0,-20.3,0.5
327649634,0,-20.0,-20.0,-20.3,0.5
327649634,0,-20.0,-20.0,-20.3,0.5
690864300,1,-45.0,-46.0,-45.2,0.5
327649634,0,-20.0,-20.0,-20.3,0.5
327649634,0,-20.0,-20.0,-20.3,0.5
327649634,0,-20.0,-20.0,-20.2,0.5
327649634,0,-20.0,-20.0,-20.2,0.5
327649634,0,-20.0,-20.0,-20.2,0.5
327649634,0,-20.0,-20.0,-20.2,0.5
327649634,0,-20.0,-20.0,-20.2,0.5
690864300,1,-45.0,-46.0,-45.2,0.5
327649634,0,-20.0,-20.0,-20.2,0.5
327649634,0,-20.0,-20.0,-20.2,0.5
327649634,0,-20.0,-20.0,-20.2,0.5
327649634,0,-20.0,-20.0,-20.2,0.5
690864300,1,-45.0,-46.0,-45.2,0.5
327649634,0,-20.0,-20.0,-20.2,0.5
327649634,0,-20.0,-20.0,-20.2,0.5
327649634,0,-20.0,-20.0,-20.2,0.5
327649634,0,-20.0,-20.0,-20.2,0.5
327649634,0,-20.0,-20.0,-20.2,0.5
327649634,0,-20.0,-20.0,-20.2,0.5
327649634,0,-20.0,-20.0,-20.2,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
690864300,1,-45.0,-46.0,-45.3,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
690864300,1,-45.0,-46.0,-45.3,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
690864300,1,-45.0,-46.0,-45.3,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
690864300,1,-45.0,-46.0,-45.3,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
690864300,1,-45.0,-45.5,-45.3,0.5
327649634,0,-20.0,-20.0,-20.1,0.5
327649634,0,-39.0,-20.0,-20.1,0.5
690864300,1,-70.0,-45.0,-45.3,0.5
327649634,0,-39.0,-20.0,-20.1,0.5
327649634,0,-39.0,-20.0,-20.1,0.5
327649634,0,-39.0,-20.0,-20.1,0.5
327649634,0,-39.0,-20.0,-20.1,0.5
327649634,0,-39.0,-20.0,-20.1,0.5
327649634,0,-39.0,-20.0,-20.1,0.5
327649634,0,-39.0,-20.0,-20.1,0.5
327649634,0,-39.0,-20.0,-20.1,0.5
327649634,0,-39.0,-20.0,-20.1,0.5
327649634,0,-39.0,-20.0,-20.1,0.5
327649634,0,-37.0,-20.0,-20.1,0.5
327649634,0,-37.0,-20.0,-20.1,0.5
327649634,0,-37.0,-20.0,-20.1,0.5
327649634,0,-34.0,-20.0,-20.1,0.5
327649634,0,-34.0,-20.0,-20.1,0.5
327649634,0,-34.0,-20.0,-20.1,0.5
327649634,0,-35.0,-20.0,-20.1,0.5
690864300,1,-69.0,-45.0,-45.3,0.5
327649634,0,-35.0,-20.0,-20.1,0.5
327649634,0,-35.0,-20.0,-20.1,0.5
327649634,0,-35.0,-20.0,-20.1,0.5
327649634,0,-35.0,-20.0,-20.1,0.5
327649634,0,-35.0,-20.0,-20.1,0.5
327649634,0,-35.0,-20.0,-20.1,0.5
327649634,0,-35.0,-27.0,-20.1,0.5
327649634,0,-35.0,-34.0,-20.3,0.5
327649634,0,-35.0,-34.0,-20.4,0.5
327649634,0,-35.0,-34.5,-20.6,0.5
690864300,1,-69.0,-45.0,-45.3,0.5
327649634,0,-35.0,-35.0,-20.9,0.5
327649634,0,-35.0,-35.0,-21.1,0.5
327649634,0,-35.0,-35.0,-21.4,0.5
327649634,0,-35.0,-35.0,-21.7,0.5
327649634,0,-35.0,-35.0,-22.0,0.5
327649634,0,-35.0,-35.0,-22.3,0.5
327649634,0,-35.0,-35.0,-22.7,0.5
327649634,0,-35.0,-35.0,-23.1,0.5
327649634,0,-35.0,-35.0,-23.5,0.5
327649634,0,-35.0,-35.0,-23.9,0.5
327649634,0,-35.0,-35.0,-24.4,0.5
327649634,0,-35.0,-35.0,-24.8,0.5
327649634,0,-35.0,-35.0,-25.3,0.5
327649634,0,-35.0,-35.0,-25.7,0.5
327649634,0,-30.0,-35.0,-26.2,0.5
327649634,0,-28.0,-35.0,-26.6,0.5
327649634,0,-28.0,-35.0,-27.1,0.5
327649634,0,-28.0,-35.0,-27.5,0.5
327649634,0,-31.0,-35.0,-27.9,0.5
327649634,0,-31.0,-35.0,-28.3,0.5
327649634,0,-31.0,-35.0,-28.7,0.5
327649634,0,-31.0,-35.0,-29.0,0.5
327649634,0,-32.0,-35.0,-29.4,0.5
327649634,0,-32.0,-35.0,-29.7,0.5
327649634,0,-33.0,-35.0,-30.0,0.5
327649634,0,-32.0,-35.0,-30.3,0.5
327649634,0,-32.0,-35.0,-30.5,0.5
327649634,0,-32.0,-35.0,-30.8,0.5
327649634,0,-32.0,-35.0,-31.0,0.5
327649634,0,-33.0,-35.0,-31.2,0.5
327649634,0,-34.0,-35.0,-31.4,0.5
327649634,0,-32.0,-35.0,-31.6,0.5
327649634,0,-32.0,-35.0,-31.8,0.5
327649634,0,-35.0,-35.0,-31.9,0.5
327649634,0,-36.0,-35.0,-32.1,0.5
327649634,0,-40.0,-35.0,-32.2,0.5
327649634,0,-42.0,-35.0,-32.4,0.5
327649634,0,-42.0,-35.0,-32.5,0.5
327649634,0,-41.0,-35.0,-32.6,0.5
327649634,0,-40.0,-35.0,-32.7,0.5
327649634,0,-40.0,-35.0,-32.8,0.5
327649634,0,-50.0,-35.0,-32.9,0.5
327649634,0,-43.0,-35.0,-33.0,0.5
327649634,0,-42.0,-35.0,-33.1,0.5
327649634,0,-48.0,-35.0,-33.1,0.5
327649634,0,-52.0,-35.0,-33.2,0.5
327649634,0,-56.0,-35.0,-33.3,0.5
327649634,0,-53.0,-35.0,-33.4,0.5
327649634,0,-53.0,-35.0,-33.4,0.5
327649634,0,-49.0,-35.0,-33.5,0.5
327649634,0,-49.0,-35.0,-33.5,0.5
327649634,0,-49.0,-35.0,-33.6,0.5
327649634,0,-49.0,-35.0,-33.6,0.5
327649634,0,-49.0,-35.0,-33.7,0.5
327649634,0,-49.0,-35.0,-33.7,0.5
327649634,0,-47.0,-35.0,-33.8,0.5
327649634,0,-48.0,-35.0,-33.8,0.5
327649634,0,-47.0,-35.0,-33.8,0.5
327649634,0,-47.0,-35.5,-33.9,0.5
327649634,0,-47.0,-38.0,-34.0,0.5
327649634,0,-49.0,-40.0,-34.2,0.5
327649634,0,-49.0,-40.0,-34.4,0.5
327649634,0,-49.0,-40.5,-34.6,0.5
327649634,0,-49.0,-41.5,-34.8,0.5
327649634,0,-45.0,-42.0,-35.0,0.5
327649634,0,-45.0,-42.0,-35.3,0.5
327649634,0,-42.0,-42.0,-35.5,0.5
327649634,0,-43.0,-42.5,-35.8,0.5
327649634,0,-45.0,-43.0,-36.0,0.5
327649634,0,-42.0,-43.0,-36.3,0.5
327649634,0,-40.0,-43.0,-36.6,0.5
327649634,0,-39.0,-43.0,-36.9,0.5
327649634,0,-40.0,-43.0,-37.1,0.5
327649634,0,-42.0,-43.0,-37.4,0.5
327649634,0,-49.0,-44.0,-37.6,0.5
327649634,0,-40.0,-44.0,-37.9,0.5
327649634,0,-37.0,-44.0,-38.2,0.5
327649634,0,-35.0,-44.0,-38.5,0.5
327649634,0,-33.0,-44.0,-38.7,0.5
327649634,0,-34.0,-44.0,-39.0,0.5
327649634,0,-36.0,-44.0,-39.2,0.5
327649634,0,-51.0,-45.0,-39.5,0.5
327649634,0,-61.0,-45.0,-39.7,0.5
327649634,0,-64.0,-46.0,-40.0,0.5
327649634,0,-51.0,-47.0,-40.3,0.5
327649634,0,-46.0,-47.0,-40.7,0.5
327649634,0,-46.0,-47.0,-41.0,0.5
327649634,0,-46.0,-47.0,-41.3,0.5
327649634,0,-25.0,-47.0,-41.6,0.5
690864300,1,-42.0,-41.5,-45.2,0.5
327649634,0,-25.0,-47.0,-41.8,0.5
327649634,0,-25.0,-47.0,-42.1,0.5
327649634,0,-25.0,-46.5,-42.3,0.5
327649634,0,-25.0,-46.5,-42.5,0.5
327649634,0,-25.0,-46.5,-42.7,0.5
690864300,1,-42.0,-42.0,-45.2,0.5
327649634,0,-25.0,-46.0,-42.9,0.5
327649634,0,-25.0,-46.0,-43.0,0.5
327649634,0,-25.0,-45.5,-43.1,0.5
327649634,0,-25.0,-45.0,-43.2,0.5
327649634,0,-25.0,-45.0,-43.3,0.5
281371689,0,-28.0,-28.0,-14.0,0.5
327649634,0,-25.0,-44.0,-43.3,0.5
281371689,0,-28.0,-28.0,-19.5,0.5
281371689,0,-28.0,-28.0,-22.1,0.5
327649634,0,-25.0,-42.5,-43.3,0.5
281371689,0,-28.0,-28.0,-23.6,0.5
327649634,0,-25.0,-42.0,-43.3,0.5
281371689,0,-28.0,-28.0,-24.5,0.5
327649634,0,-25.0,-42.0,-43.2,0.5
281371689,0,-28.0,-28.0,-25.1,0.5
327649634,0,-25.0,-41.0,-43.1,0.5
281371689,0,-28.0,-28.0,-25.6,0.5
281371689,0,-28.0,-28.0,-25.9,0.5
690864300,1,-42.0,-42.0,-45.1,0.5
327649634,0,-25.0,-40.0,-43.0,0.5
281371689,0,-28.0,-28.0,-26.2,0.5
327649634,0,-25.0,-40.0,-42.9,0.5
281371689,0,-26.0,-28.0,-26.4,0.5
327649634,0,-23.0,-39.5,-42.8,0.5
281371689,0,-26.0,-28.0,-26.5,0.5
327649634,0,-23.0,-38.0,-42.6,0.5
281371689,0,-26.0,-28.0,-26.7,0.5
281371689,0,-26.0,-28.0,-26.8,0.5
281371689,0,-26.0,-28.0,-26.9,0.5
327649634,0,-23.0,-36.5,-42.4,0.5
281371689,0,-26.0,-28.0,-27.0,0.5
327649634,0,-23.0,-35.5,-42.1,0.5
281371689,0,-26.0,-28.0,-27.1,0.5
690864300,1,-41.0,-42.0,-45.0,0.5
281371689,0,-26.0,-28.0,-27.1,0.5
327649634,0,-23.0,-34.5,-41.8,0.5
327649634,0,-23.0,-33.5,-41.5,0.5
281371689,0,-26.0,-28.0,-27.2,0.5
281371689,0,-26.0,-28.0,-27.2,0.5
281371689,0,-26.0,-28.0,-27.3,0.5
327649634,0,-23.0,-29.0,-40.9,0.5
281371689,0,-26.0,-28.0,-27.3,0.5
327649634,0,-23.0,-25.0,-40.2,0.5
281371689,0,-26.0,-28.0,-27.3,0.5
690864300,1,-41.0,-41.5,-44.9,0.5
327649634,0,-23.0,-25.0,-39.5,0.5
281371689,0,-26.0,-28.0,-27.4,0.5
327649634,0,-23.0,-25.0,-38.7,0.5
281371689,0,-26.0,-28.0,-27.4,0.5
327649634,0,-23.0,-25.0,-37.9,0.5
281371689,0,-26.0,-28.0,-27.4,0.5
327649634,0,-23.0,-25.0,-37.1,0.5
281371689,0,-26.0,-28.0,-27.5,0.5
327649634,0,-23.0,-25.0,-36.3,0.5
327649634,0,-23.0,-25.0,-35.5,0.5
281371689,0,-26.0,-27.0,-27.4,0.5
281371689,0,-26.0,-26.0,-27.4,0.5
690864300,1,-41.0,-41.0,-44.9,0.5
327649634,0,-23.0,-25.0,-34.8,0.5
281371689,0,-26.0,-26.0,-27.3,0.5
327649634,0,-23.0,-25.0,-34.1,0.5
281371689,0,-26.0,-26.0,-27.3,0.5
327649634,0,-23.0,-25.0,-33.4,0.5
327649634,0,-23.0,-25.0,-32.8,0.5
327649634,0,-23.0,-25.0,-32.2,0.5
281371689,0,-26.0,-26.0,-27.2,0.5
690864300,1,-41.0,-41.0,-44.8,0.5
327649634,0,-23.0,-25.0,-31.6,0.5
281371689,0,-26.0,-26.0,-27.2,0.5
281371689,0,-26.0,-26.0,-27.1,0.5
281371689,0,-26.0,-26.0,-27.1,0.5
327649634,0,-23.0,-25.0,-31.2,0.5
327649634,0,-23.0,-25.0,-30.7,0.5
281371689,0,-26.0,-26.0,-27.1,0.5
