id,phone,rssi_raw,rssi_median,distance
327649634,0,-54.000000,-53.000000,0.500000
327649634,0,-54.000000,-53.000000,0.500000
327649634,0,-53.000000,-53.000000,0.500000
327649634,0,-52.000000,-53.000000,0.500000
327649634,0,-52.000000,-53.000000,0.500000
327649634,0,-52.000000,-53.000000,0.500000
327649634,0,-52.000000,-53.000000,0.500000
327649634,0,-52.000000,-53.000000,0.500000
327649634,0,-52.000000,-53.000000,0.500000
327649634,0,-52.000000,-53.000000,0.500000
327649634,0,-47.000000,-53.000000,0.500000
327649634,0,-47.000000,-53.000000,0.500000
327649634,0,-46.000000,-52.500000,0.500000
327649634,0,-46.000000,-52.000000,0.500000
327649634,0,-46.000000,-52.000000,0.500000
327649634,0,-47.000000,-52.000000,0.500000
327649634,0,-46.000000,-52.000000,0.500000
327649634,0,-45.000000,-52.000000,0.500000
327649634,0,-46.000000,-52.000000,0.500000
327649634,0,-46.000000,-52.000000,0.500000
327649634,0,-46.000000,-52.000000,0.500000
327649634,0,-46.000000,-52.000000,0.500000
327649634,0,-45.000000,-52.000000,0.500000
327649634,0,-46.000000,-52.000000,0.500000
327649634,0,-46.000000,-52.000000,0.500000
327649634,0,-46.000000,-52.000000,0.500000
327649634,0,-46.000000,-52.000000,0.500000
327649634,0,-46.000000,-52.000000,0.500000
327649634,0,-47.000000,-49.500000,0.500000
327649634,0,-46.000000,-47.000000,0.500000
327649634,0,-46.000000,-47.000000,0.500000
327649634,0,-46.000000,-47.000000,0.500000
327649634,0,-46.000000,-47.000000,0.500000
327649634,0,-52.000000,-47.000000,0.500000
327649634,0,-53.000000,-47.000000,0.500000
327649634,0,-53.000000,-47.000000,0.500000
327649634,0,-53.000000,-49.500000,0.500000
327649634,0,-53.000000,-52.000000,0.500000
327649634,0,-53.000000,-52.000000,0.500000
327649634,0,-53.000000,-52.000000,0.500000
327649634,0,-53.000000,-52.000000,0.500000
327649634,0,-53.000000,-52.000000,0.500000
327649634,0,-53.000000,-52.000000,0.500000
327649634,0,-53.000000,-52.000000,0.500000
327649634,0,-53.000000,-52.000000,0.500000
327649634,0,-53.000000,-52.000000,0.500000
327649634,0,-52.000000,-52.000000,0.500000
327649634,0,-52.000000,-52.000000,0.500000
327649634,0,-52.000000,-52.000000,0.500000
327649634,0,-53.000000,-52.000000,0.500000
327649634,0,-52.000000,-52.000000,0.500000
327649634,0,-52.000000,-52.000000,0.500000
327649634,0,-57.000000,-52.000000,0.500000
327649634,0,-58.000000,-52.000000,0.500000
327649634,0,-58.000000,-52.000000,0.500000
327649634,0,-51.000000,-51.000000,0.500000
327649634,0,-50.000000,-51.000000,0.500000
327649634,0,-50.000000,-51.000000,0.500000
327649634,0,-50.000000,-51.000000,0.500000
327649634,0,-51.000000,-51.000000,0.500000
327649634,0,-52.000000,-51.000000,0.500000
327649634,0,-51.000000,-51.000000,0.500000
327649634,0,-52.000000,-51.000000,0.500000
327649634,0,-46.000000,-51.000000,0.500000
327649634,0,-46.000000,-51.000000,0.500000
327649634,0,-46.000000,-51.000000,0.500000
327649634,0,-46.000000,-51.000000,0.500000
327649634,0,-46.000000,-51.000000,0.500000
327649634,0,-46.000000,-51.000000,0.500000
327649634,0,-47.000000,-51.000000,0.500000
327649634,0,-47.000000,-51.000000,0.500000
327649634,0,-47.000000,-51.000000,0.500000
327649634,0,-47.000000,-51.000000,0.500000
327649634,0,-47.000000,-50.500000,0.500000
327649634,0,-47.000000,-50.000000,0.500000
327649634,0,-47.000000,-50.000000,0.500000
327649634,0,-47.000000,-50.000000,0.500000
327649634,0,-47.000000,-50.000000,0.500000
327649634,0,-46.000000,-50.000000,0.500000
327649634,0,-46.000000,-48.500000,0.500000
327649634,0,-46.000000,-47.000000,0.500000
327649634,0,-46.000000,-47.000000,0.500000
327649634,0,-46.000000,-47.000000,0.500000
327649634,0,-46.000000,-47.000000,0.500000
327649634,0,-47.000000,-47.000000,0.500000
327649634,0,-51.000000,-47.000000,0.500000
327649634,0,-51.000000,-47.000000,0.500000
327649634,0,-51.000000,-47.000000,0.500000
327649634,0,-51.000000,-47.000000,0.500000
327649634,0,-51.000000,-48.500000,0.500000
327649634,0,-51.000000,-50.000000,0.500000
327649634,0,-51.000000,-50.000000,0.500000
327649634,0,-51.000000,-50.000000,0.500000
327649634,0,-53.000000,-50.000000,0.500000
